ID;nomArch;coteArch;dateEntree;nature;modeEntree;servProd;typeProd;activiteProd;descContenu;natureSupport;mlEntree;nbreArt
595;Archives municipales d'Avignon;1Z43;11/01/2012;Archives privées;Don;;;Lot d'actes privés;Ensemble de d'actes privés ou notariésn (1629-1898) concernant les familles Villard, Jouveau et Gilbaud provenat d'une maison à Caumont sur Durance.;;0,1;1
597;Archives municipales d'Avignon;Fi;13/01/2012;Archives privées;Don;;;Photographies;10 photographies des inondations de 2003. Complètent un don effectué le 21 juillet 2011 (entrée n°546).;;0,01;10
615;Archives municipales d'Avignon;Fi;14/02/2012;Archives privées;Don;;;Lot de 11 photographies;11 photographies d'Avignon (vues classiques, épreuve cycliste, inondations...) prises en 1947 ou 1951.;;0,01;11
623;Archives municipales d'Avignon;9Fi;17/02/2012;Archives privées;Don;;;Cartes postales;2 cartes postales : statue de JH Fabre et cour d'honneur du musée Calvet.;;0,01;2
625;Archives municipales d'Avignon;Num;02/03/2012;Archives privées;Don;;;1 CD (étude rues de Montfavet et photographies chantiers);"Cd contenant : une étude de 162 pages sur les rues de Montfavet ; un dossier de 186 photographies sur les travaux du passage à niveau de Saint-Chamand en 2009-2010 ; un dossier de 63 photographies sur le chantier de la LEO ; un répertoire de 5 films sur le pont de la LEO.";;0,05;1
633;Archives municipales d'Avignon;1Z;23/05/2012;Archives privées;Don;;;Lot de documents manuscrits;Correspondances et actes divers (XVIIème-XVIIIème siècles) concernant Villeneuve-les-Avignon et le Gard. On y trouve aussi une petite correspondance entre Henri de Pontmartin et le Dr Rémy-Roux au sujet du centenaire de la naissance de son père.;;0,05;1
634;Archives municipales d'Avignon;58Z;22/04/2010;Archives privées;Don;;;Lot de manuscrits de la famille Duprat;Documents trouvés dans les greniers de l'hôtel Jean de Sudre, rue Pente-Rapide à Avignon par Dominique Carru.;;0,05;1
635;Archives municipales d'Avignon;7Fi131;10/01/2009;Archives privées;Don;;;Carte de voeu photographique;;;0,01;1
637;Archives municipales d'Avignon;AV;16/04/2012;Archives privées;Don;;;1 DVD de reportage;DVD de l'entretien entre M. Clap et M. Mathias Alcaraz au sujet du mur des offrandes. Entretien du 2 novembre 2011;;0,02;1
641;Archives municipales d'Avignon;75Z;24/07/2012;Archives privées;Don;;;Fonds Farge, René;Carnets de voyage (1966-2000);;1;0
643;Archives municipales d'Avignon;134Fi;18/05/2012;Archives privées;Don;;;Lot de photographies;Fonds provenant d'une maison de Valréas (1900-1930);;0,2;204
646;Archives municipales d'Avignon;1Z44;03/09/2012;Archives privées;Don;;;Cahier - album collection;"Album de collection consacré aux ""stars"" des années 1950-1960";;0,05;1
654;Archives municipales d'Avignon;6Fi;24/05/2006;Archives privées;Don;;;Cartes postales;Cartes postales reproduisant 3 clichés positif sur les inondations d'Avignon. Don de Olivier, société Saluces à Avignon. 12*7,5cm;;0,01;3
658;Archives municipales d'Avignon;76Z;30/10/2012;Archives privées;Don;;;French-American Film Workshop of Avignon;Affiches, cassettes;;0;0
660;Archives municipales d'Avignon;2Fi;14/11/2012;Archives privées;Don;;;1 Gravure XIXème siècle;Gravure du XIXème siècle représentant la bataille de l'Armana Prouvençau devant la librairie Roumanille.;;0,01;1
663;Archives municipales d'Avignon;77Z;17/12/2012;Archives privées;Don;;;Groupe Danse Golovine;19 articles du théâtre de danse Catherine et G. Golovine rue Sainte Catherine.;;2,6;19
672;Archives municipales d'Avignon;13 et 14Fi;31/12/2012;Archives privées;Don;;;Lot d'affiches d'expositions;;;0,5;1
673;Archives municipales d'Avignon;AV;31/12/2012;Archives privées;Don;;;Lot de documents audiovisuels;Masters UMatic et BetaCam, de quatre reportages réalisés par le CRAV (Centre de Ressources Audivisuelles de Vaulcuse) et la société Trèfle Production.;;0,5;5
679;Archives municipales d'Avignon;77Z;02/04/2013;Archives privées;Don;;;Groupe Danse Golovine;Complément du don n° 663 du 17/12/2012;;12;0
681;Archives municipales d'Avignon;137Fi;15/04/2013;Archives privées;Don;;;69 photographies d'Ange Esposito sur CD;1 CD contenant 69 photographies numériques de la prison d'Avignon (2010) ainsi qu'un diaporama.;;0,01;70
695;Archives municipales d'Avignon;56Z;26/07/2012;Archives privées;Don;;;Fonds Mérindol, Raphaël;Archives personnelles (1811 - 2010).;;14;13
703;Archives municipales d'Avignon;79Z;05/06/2013;Archives privées;Don;;;Maison Jean Vilar;Archives de l'association Jean Vilar et archives personnelles de Melly et Paul Puaux.;;0;0
706;Archives municipales d'Avignon;Z;01/07/2013;Archives privées;Don;;;Fonds Allier;Archives personnelles de la procédure de M. et Mme LAllier contre le Mégafaune angle rue du rempart Saint-Lazare et rue Sureau. ;;0;0
720;Archives municipales d'Avignon;80Z;19/09/2013;Archives privées;Don;;;Fonds du Domaine de Roberty;Lot de documents provenant de l'ancien domaine de Roberty au Pontet (4 cartons).;;1,2;4
744;Archives municipales d'Avignon;12Fi;01/08/2013;Archives privées;Don;;;Lot de 27 diapositives;27 diapositives réalisées par Olivier Rigaud alors qu'il travaillait sur l'urbanisme avignonnais en 1983.;;0,05;27
764;Archives municipales d'Avignon;81Z;18/02/2014;Archives privées;Don;;;Famille Burdin;Une quinzaine de lettres et cartes postales de son grand-père, Avignonnais, disparu (tué à l’ennemi) le 23 juin 1915. Une photo de son grand père avant la guerre. D’autres documents ou imprimés d’autres périodes…;;0;0
766;Archives municipales d'Avignon;11Fi216;14/01/2014;Archives privées;Don;;;Photographie,1883;Tirage contrecollé sur carton représentant l'inspection générale du 1er régiment d'artillerie pontonniers en 1883 (format 34x48cm).;;0,01;1
772;Archives municipales d'Avignon;82Fi;13/01/2014;Archives privées;Don;;;Lot de 4 photographies;"Lot de 4 photographies : groupe à Montfavet (1891) ; Bateau-Ecole Le Strasbourg (1925) ; présentation de la voiture électrique, place de l'Horloge (années 1980).";;0,01;4
780;Archives municipales d'Avignon;82Z;18/06/2013;Archives publiques;Don;;;Puaux, Paul et Melly;;;4,3;34
790;Archives municipales d'Avignon;9Fi;07/03/2013;Archives privées;Don;;;Carte postale;Carte postale représentant la fresque de Pierre Contier à l'hôtel Terminus, Avignon;;0,01;1
793;Archives municipales d'Avignon;Fi et 83Z;10/04/2014;Archives privées;Don;;;Fonds Silvestre, Michel ;Lot de documents, dessins, plans, études architecturales, maquettes de l'architecte Michel Silvestre alors qu'il était étudiant.;;1;70
794;Archives municipales d'Avignon;1Z45;25/02/2014;Archives privées;Don;;;Lenoir, Geneviève;Don de documents relatif à la famille DECOR de Crillon-le-Brave (Vaucluse) (livrets militaires, gravures, insignes militaires, photographies, paquets de tabac, plaques d’identification). ;;0;0
799;Archives municipales d'Avignon;49Fi;15/04/2014;Archives privées;Don;;;1 photographie d'Avignon;Photographie de format 18x24 représentant le panorama d'Avignon avec le bac à traille au premier plan, conduit par le grand-père de M. Frédéric Rogier.;;0,01;1
800;Archives municipales d'Avignon;3Fi;22/04/2014;Archives privées;Don;;;2 cartes d'Etat-Major de la région d'Avignon;"2 cartes d'Etat-Major de la région d'Avignon : feuilles Orange-Carpentras-Cavaillon de 1890 ; feuille Avignon de 1840.";;0,02;2
802;Archives municipales d'Avignon;67Fi;25/04/2014;Archives privées;Don;;;Lot de cartes postales;Lot de 21 cartes postales noir et blanc reproduisant des oeuvres conservées au musée Calvet.;;0,01;21
808;Archives municipales d'Avignon;AV;28/04/2014;Archives privées;Don;;;Lot de films;;;0,2;0
809;Archives municipales d'Avignon;Fi;28/04/2014;Archives privées;Don;;;Lot de photographies modernes;;;0,1;0
810;Archives municipales d'Avignon;Fi;25/04/2014;Archives privées;Don;;;Lot de documents anciens;;;0,1;0
811;Archives municipales d'Avignon;139Fi;31/10/2013;Archives privées;Don;;;Fonds d'oeuvres d'André Rodet.;1 huile encadrée, 7 huiles sur carton. Travaux d'atelier : 70 dessins et gouaches grand format sur canson, 25 huiles, dessins et gouaches petit et moyen formats sur canson. Second lot :25 dossiers classeurs et albums contenant des oeuvres et une abondante documentation sur l'artiste.;;0,8;300
812;Archives municipales d'Avignon;1Z47;22/04/2014;Archives privées;Don;;;Fonds Laguilhomie, Malou;Don Mme Malou LAGUILHOMIE. Copies numériques de documents du père de son mari Georges Cyprien RAYMOND, aviateur carpentrassien (Carnets d'emploi du temps ou carnets de vols, état de services, extrait du journal officiel, document d'attribution de médaille militaire, etc.).;;0;1
813;Archives municipales d'Avignon;Biblio;19/02/2014;Archives privées;Don;;;Teyssot, Nicole ;(cousine de Georges FLOUR), 49 rue Thiers - Avignon. Il s’agit d’imprimés divers essentiellement postérieurs au conflit (plusieurs boites) originaux;;0;0
814;Archives municipales d'Avignon;141Fi;10/04/2014;Archives privées;Don;;;Lot de documents d'architecture;Ensemble de documents et travaux d'étudiant en architecture de M. Michel Silvestre dont le projet de fin d'étude sur la reconversion du site de la prison Sainte-Anne.;;1;69
815;Archives municipales d'Avignon;140Fi3;10/04/2014;Archives privées;Don;;;Maquette d'architecture;Projet de fin d'étude d'étudiant en architecture de reconversion du site de la prison Sainte-Anne;;1;1
825;Archives municipales d'Avignon;85Z;07/07/2014;Archives privées;Don;;;Fonds Cluchier, Alice;Ouvrages, dossiers de préparation des ses ouvrages, photographies, correspondance personnelle, correspondance générale, journaux, coupures de presse.;;0;0
829;Archives municipales d'Avignon;142Fi;05/12/2008;Archives privées;Don;;;Fonds Bernard Gibert;fonds photographiques des années 2003 à 2005 concernant essentiellement des devantures de magasins. Photographies prises pas Bernard Gibert.;;0,6;0
830;Archives municipales d'Avignon;140Fi4;20/05/2014;Archives privées;Don;;;Portrait de Henri-Jean Laffont en uniforme;Portrait photographique de l'imprimeur avignonnais Henri-Jean Laffont;;0,05;1
834;Archives municipales d'Avignon;52Z;29/09/2014;Archives privées;Don;;;Fonds Guichard, Jacques;"5 cartons plumes (2 vues de Villeneuve-les-Avignon, le prieuré, villa contemporaine), déclarations mutuelle des architectes français (1958-2000), plans et plans calque : église du Saint-Sacrement rue Paul Saïn, propriété Maurice Mangeot 13 rue des Camélias, lycée Louis Pasteur 30 rue Guillaume Puy,OPHLM ville d'Avignon groupe Les Avettes à Montfavet, clinique Fonvert-Saint-François Le Pontet, prieuré de Montaut à Villeneuve les Avignon, 1% artistique non réalisé à Vedène Les Jardins ; propriétés Pary à Caseneuve, Flueler à Roquemaure, Maille à Villeneuve, Briat à Noves, Les Jardins Saint-Dominique à Avignon, Innocenti à Rochefort du Gard, Tron à Chateaurenard, Sanz Le Grand Riban Avignon, Teyssier Villeneuve les Avignon, Salomon Villeneuve les Avignon, docteur Tilloy Villeneuve les Avignon, Luc Villeneuve les Avignon.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ";;0,4;4
843;Archives municipales d'Avignon;88Z;30/10/2014;Archives privées;Don;;;Etablissement Gautier et Monserret;Archives comptables de l'ancienne fonderie;;0;0
850;Archives municipales d'Avignon;85Z;02/12/2014;Archives privées;Don;;;Fonds Cluchier, Alice;Vrac récupéré chez la petite fille de Mme Cluchier, Mme Paradas Magali à Saint-Martin de la Brasque. ;;0;0
870;Archives municipales d'Avignon;10Fi194;05/01/2015;Archives privées;Don;;;1 Photographie;Photographie de la cathédrale de Carthage.;;0,01;1
880;Archives municipales d'Avignon;87Z;09/04/2015;Archives privées;Don;;;Fonds Pons, Jacques-Henry - théâtre de la condition des Soies -;Archives privées de Jacques-Henry Pons, propriétaire du théâtre de la Condition des Soies depuis 1986.;;7,2;0
881;Archives municipales d'Avignon;1Z52;10/04/2015;Archives privées;Don;;;Fonds Bailly, Robert ;Archives des chantiers de jeunesse pendant la 2e guerre mondiale;;0,2;1
882;Archives municipales d'Avignon;1Z54;20/02/2001;Archives privées;Don;;;Fonds Durand, Françoise;à analyser;;0,2;0
883;Archives municipales d'Avignon;86Z;01/01/2004;Archives privées;Don;;;Fonds Clap, Jacqueline;Archives de la maison paisible et archives personnelles.;;0,5;0
885;Archives municipales d'Avignon;1Z57;13/04/2015;Archives privées;Don;;;Fonds Russ, Robert;Correspondance échangée entre Robert RUSS et Josiane NORMAND (sa future femme) écrites pendant le service militaire de R. Russ à Saarburg du 1er juillet 1968 au 1er décembre 1969.;;0;0
888;Archives municipales d'Avignon;1Z56;24/10/2002;Archives privées;Don;;;Fonds Coffy, Didier;1 ouvrage Petit Coffy illustré ?;;0;0
890;Archives municipales d'Avignon;1Z63;01/12/2014;Archives privées;Don;;;Fonds Brun, Jean;Don de Vincent Ramos pour son beau-frère Jean Garet. Fonds Jean Brun, fils du patron des houillères de Bessèges, professeur d'anglais au lycée d'Avignon : une correspondance par semaine pendant ses 4 ans de captivité, cartes postales, cartes photographiques notamment au et du camp de Soltau.;;0,1;0
892;Archives municipales d'Avignon;1Z63;05/05/2015;Archives privées;Don;;;Fonds Brun, Jean ;Complément petite collecte 14/18 : 6 photos, une trentaine de documents divers, une vingtaine de télégrammes, 2 photos de professeurs du lycée Mistral, et d'un historique du lycée jusqu'en 1914.;;0;0
895;Archives municipales d'Avignon;90Z;22/05/2015;Archives privées;Don;;;Cinéma Le Capitole;Archives de différents cinémas : le Vox et le Capitole à Avignon, Le Colisée, l'Eldorado à Nimes. Archives mises en cartons DIMAB en attente de traitement.;;5;4
896;Archives municipales d'Avignon;91Z;01/01/2012;Archives privées;Don;;;Le Liboux, Christian;;;0;0
924;Archives municipales d'Avignon;5Fi;16/10/2015;Archives privées;Don;;;Lot de photographies;Lot de photographies sur verre et film souple. Essentiellement des portraits privés.;;0,1;54
929;Archives municipales d'Avignon;9Fi;27/10/2015;Archives privées;Don;;;4 cartes postales;"Lot de 4 cartes postales : monument du Centenaire, Palais des Papes, façade occidentale ; panorama depuis la Barthelasse ; Les cascades à Fontaine-de-Vaucluse.";;0,04;4
936;Archives municipales d'Avignon;92Z;08/12/2015;Archives privées;Don;;;Association des commerçants du centre ville;Archives de l'association, affiches, objets publicitaires etc...;;3,5;7
944;Archives municipales d'Avignon;6Fi;01/09/2015;Archives privées;Don;;;Photographie d'une batterie d'artillerie.;Portrait photographique de la 4ème pièce du 58ème régiment d'artillerie, fin XIXème siècle.;;0,01;1
963;Archives municipales d'Avignon;7Fi;17/12/2015;Archives privées;Don;;;Lot de six photographies noir et blanc;Lot de six tirages photographiques noir et blanc du photographe allemand Reinhard Rosenau établi à Malaucène et portant sur la maison d'Eugène André à Bedoin (84) dans son état en 2002 (ou 1991);;0,01;6
977;Archives municipales d'Avignon;93Z;12/04/2016;Archives privées;Don;;;Famille Pommer;M. Louis Pommer, grains, Avignon : 3 registres de copies de lettres (1912-1915), 1 journal de caisse (janvier 1931-30 avril 1936). ;;0,15;4
